state,year,population,lawful_permanent_residents_total,lawful_permanent_residents_rank,lawful_permanent_residents_per_million,lawful_permanent_residents_per_million_rank,adjustments_total,adjustments_rank,adjustments_per_million,adjustments_per_million_rank,new_arrivals_total,new_arrivals_rank,new_arrivals_per_million,new_arrivals_per_million_rank,nonimmigrants_total,nonimmigrants_rank,nonimmigrants_per_million,nonimmigrants_per_million_rank,naturalizations_total,naturalizations_rank,naturalizations_per_million,naturalizations_per_million_rank,refugees_total,refugees_rank,refugees_per_million,refugees_per_million_rank,asylees_total,asylees_rank,asylees_per_million,asylees_per_million_rank,source_file
Alabama,2013,4830081,3850,35,796.674,49,2150,34,444.713,48,1700,34,351.961,48,126750,35,26240.761,44,1810,39,374.942,49,130,42,26.708,43,20,36,4.762,46,state_data_2013-2023_20250514_3.csv
Alabama,2014,4841799,3690,35,761.081,48,2050,34,422.57,47,1640,37,338.511,47,141340,34,29191.009,43,1270,42,261.473,51,110,43,22.099,44,10,40,2.891,47,state_data_2013-2023_20250514_3.csv
Alabama,2015,4852347,3930,35,809.505,49,2100,36,432.574,48,1830,35,376.931,49,151470,34,31215.822,43,2830,32,584.047,47,110,43,21.639,43,30,40,5.358,43,state_data_2013-2023_20250514_3.csv
Alabama,2016,4863525,4740,35,973.779,48,2390,34,492.03,47,2340,36,481.749,47,152740,34,31405.411,44,2330,38,479.282,48,120,43,24.673,44,20,43,3.29,50,state_data_2013-2023_20250514_3.csv
Alabama,2017,4874486,3800,37,779.775,48,1910,35,390.81,48,1900,37,388.964,48,158220,34,32458.191,47,1050,43,214.382,52,60,44,12.924,46,40,36,8.821,45,state_data_2013-2023_20250514_3.csv
Alabama,2018,4887681,3740,37,764.575,48,2030,35,414.921,47,1710,37,349.655,47,178590,33,36538.596,44,2470,37,504.943,48,30,44,6.138,45,60,40,11.253,47,state_data_2013-2023_20250514_3.csv
Alabama,2019,4903185,3670,36,748.289,48,2210,35,450.523,48,1460,37,297.766,48,187320,33,38204.351,44,2980,36,608.176,47,20,44,4.283,45,40,40,8.362,49,state_data_2013-2023_20250514_3.csv
Alabama,2020,5033094,2840,33,564.861,46,1960,32,389.224,46,880,37,175.637,48,90050,32,17890.784,43,3490,29,693.41,40,10,45,1.192,45,20,46,2.98,52,state_data_2013-2023_20250514_3.csv
Alabama,2021,5049196,2890,34,571.774,47,1970,34,389.567,47,920,35,182.207,48,49890,30,9881.375,39,1610,41,319.655,51,0,,0.0,,20,41,3.367,48,state_data_2013-2023_20250514_3.csv
Alabama,2022,5076181,3750,34,738.153,47,2090,33,412.121,45,1660,35,326.033,48,115070,34,22668.222,42,4000,32,787.6,45,40,44,7.092,46,30,43,6.698,47,state_data_2013-2023_20250514_3.csv
Alabama,2023,5117673,4230,37,825.961,47,2500,33,488.112,47,1730,37,337.849,48,153450,33,29984.135,44,3070,34,600.077,47,110,44,20.713,46,20,44,4.494,51,state_data_2013-2023_20250514_3.csv
Alaska,2013,737068,1460,45,1980.821,22,570,49,777.405,35,890,44,1203.417,17,131920,33,178976.702,11,1080,44,1469.335,21,110,43,143.813,37,10,45,10.854,33,state_data_2013-2023_20250514_3.csv
Alaska,2014,736283,1510,45,2044.051,22,680,48,922.2,30,830,43,1121.851,16,135860,35,184520.083,10,1080,44,1461.395,20,140,41,191.502,31,20,38,21.731,20,state_data_2013-2023_20250514_3.csv
Alaska,2015,737498,1570,46,2131.531,24,640,48,873.223,34,930,43,1258.308,17,129400,35,175456.747,11,960,45,1307.122,23,150,41,197.967,32,30,38,39.322,16,state_data_2013-2023_20250514_3.csv
Alaska,2016,741456,1730,46,2327.852,23,630,48,846.982,37,1100,43,1480.87,16,120600,35,162656.988,12,970,47,1310.934,25,130,42,172.633,36,10,44,17.533,27,state_data_2013-2023_20250514_3.csv
Alaska,2017,739700,1550,46,2091.388,24,740,47,1005.813,29,800,45,1085.575,22,113110,39,152914.695,13,1010,45,1366.77,23,70,43,94.633,36,20,44,24.334,29,state_data_2013-2023_20250514_3.csv
Alaska,2018,735139,1380,47,1870.395,30,610,48,822.974,39,770,45,1047.421,20,134730,38,183271.463,13,1380,44,1875.836,16,40,43,57.132,32,20,47,24.485,37,state_data_2013-2023_20250514_3.csv
Alaska,2019,731545,1370,46,1878.217,26,640,48,876.228,33,730,44,1001.989,18,143370,35,195978.375,13,1140,43,1563.814,29,50,42,64.248,34,20,46,24.605,39,state_data_2013-2023_20250514_3.csv
Alaska,2020,733017,820,48,1122.757,31,490,48,661.649,34,340,46,461.108,25,31220,42,42584.278,19,620,48,851.276,33,20,43,21.828,37,10,49,10.914,44,state_data_2013-2023_20250514_3.csv
Alaska,2021,734420,760,47,1036.192,34,430,48,581.411,41,330,45,454.781,23,48380,32,65875.112,6,890,48,1211.841,27,10,43,16.339,39,0,,0.0,,state_data_2013-2023_20250514_3.csv
Alaska,2022,734442,670,49,916.342,44,290,51,390.773,47,390,47,525.569,36,160780,30,218909.049,7,1180,45,1612.108,24,20,46,28.593,41,10,46,19.062,36,state_data_2013-2023_20250514_3.csv
Alaska,2023,736510,1160,47,1570.922,34,510,48,691.097,39,650,47,879.825,28,115520,38,156842.405,12,1180,46,1598.077,28,80,46,107.263,39,20,46,23.082,36,state_data_2013-2023_20250514_3.csv
Arizona,2013,6632764,16100,15,2426.892,18,9590,15,1446.154,13,6510,15,980.737,19,1952810,7,294418.436,6,13170,13,1984.844,16,3050,6,460.14,7,160,15,23.369,15,state_data_2013-2023_20250514_3.csv
Arizona,2014,6730413,16910,15,2512.179,17,10350,14,1538.093,13,6560,15,974.086,20,1653320,7,245649.264,7,11270,14,1674.191,17,2960,6,440.389,6,260,11,38.333,11,state_data_2013-2023_20250514_3.csv
Arizona,2015,6829676,18000,15,2635.118,18,10550,12,1544.29,16,7450,15,1090.828,19,1690890,7,247580.266,8,13750,13,2012.98,15,3130,4,458.733,6,220,13,31.627,20,state_data_2013-2023_20250514_3.csv
Arizona,2016,6941072,20690,15,2981.384,16,11690,11,1684.61,12,9000,15,1296.774,18,1599690,7,230466.706,8,11370,15,1638.652,18,4110,6,591.695,5,110,22,16.136,28,state_data_2013-2023_20250514_3.csv
Arizona,2017,7044008,19340,14,2746.164,18,10480,13,1487.789,14,8860,15,1258.374,19,2498200,7,354655.9,7,12460,15,1769.163,16,2250,7,319.278,8,220,17,30.806,24,state_data_2013-2023_20250514_3.csv
Arizona,2018,7158024,18340,16,2561.461,18,10960,15,1531.568,14,7370,16,1029.893,21,2931410,6,409527.406,6,12070,16,1686.499,19,1000,6,139.424,9,300,19,41.771,30,state_data_2013-2023_20250514_3.csv
Arizona,2019,7278717,18180,14,2497.83,17,12250,11,1682.714,11,5930,16,815.116,24,2816340,7,386928.356,7,14280,15,1961.472,18,1220,8,167.062,8,520,14,70.754,26,state_data_2013-2023_20250514_3.csv
Arizona,2020,7187135,12520,16,1741.445,16,8820,13,1226.914,14,3700,17,514.53,22,1615480,5,224774.406,5,13670,12,1902.288,14,440,9,61.777,6,530,13,73.882,13,state_data_2013-2023_20250514_3.csv
Arizona,2021,7274078,14470,14,1988.706,15,10510,14,1444.307,13,3960,16,544.399,17,486160,5,66835.0,5,17510,12,2407.453,14,420,9,58.014,8,150,20,20.621,26,state_data_2013-2023_20250514_3.csv
Arizona,2022,7377566,16980,15,2302.114,17,9830,14,1332.147,16,7160,16,969.968,19,2044140,5,277074.851,5,16400,13,2222.413,20,1030,10,139.477,7,310,18,41.613,24,state_data_2013-2023_20250514_3.csv
Arizona,2023,7473027,20190,15,2701.181,16,11610,14,1553.052,13,8580,16,1148.129,21,2941190,5,393573.715,5,13040,17,1744.808,26,2610,6,349.122,6,790,6,105.981,3,state_data_2013-2023_20250514_3.csv
Arkansas,2013,2959400,2900,40,979.928,43,1570,38,530.513,44,1330,39,449.415,40,70200,40,23721.362,47,1570,41,529.499,47,10,46,2.365,48,10,42,3.379,47,state_data_2013-2023_20250514_3.csv
Arkansas,2014,2967392,2790,39,941.231,45,1440,38,485.949,45,1350,40,455.282,39,100880,37,33997.193,37,1670,38,563.121,47,10,46,2.359,46,10,43,3.033,45,state_data_2013-2023_20250514_3.csv
Arkansas,2015,2978048,2810,40,944.914,46,1460,39,491.597,45,1350,40,453.317,42,120540,36,40477.521,36,1580,41,529.206,48,10,46,4.365,49,10,44,4.029,48,state_data_2013-2023_20250514_3.csv
Arkansas,2016,2989918,3160,39,1056.216,45,1610,38,538.811,45,1550,39,517.405,44,114260,37,38216.433,38,1810,39,605.033,47,10,47,2.676,48,30,33,11.037,34,state_data_2013-2023_20250514_3.csv
Arkansas,2017,3001345,3070,39,1023.208,44,1570,37,524.432,45,1500,39,498.776,43,133500,36,44479.392,38,1330,42,442.468,47,60,45,19.658,43,120,26,39.649,21,state_data_2013-2023_20250514_3.csv
Arkansas,2018,3009733,3000,39,996.766,46,1550,40,516.325,45,1450,38,480.441,40,140540,35,46695.836,37,2070,39,687.769,44,60,42,19.603,43,160,28,54.49,24,state_data_2013-2023_20250514_3.csv
Arkansas,2019,3017804,2920,38,965.934,45,1770,36,587.845,45,1140,39,378.089,45,135020,37,44740.149,39,2330,37,771.091,45,50,43,15.243,43,50,39,16.568,44,state_data_2013-2023_20250514_3.csv
Arkansas,2020,3014546,2220,38,737.756,43,1480,35,491.616,43,740,38,246.14,41,65340,37,21673.91,35,2180,37,723.824,38,20,41,7.63,43,20,44,7.961,47,state_data_2013-2023_20250514_3.csv
Arkansas,2021,3026870,2590,36,854.348,40,1810,36,596.656,40,780,38,257.692,38,29550,38,9761.899,40,2070,37,685.196,43,40,37,13.545,40,10,44,3.964,45,state_data_2013-2023_20250514_3.csv
Arkansas,2022,3047704,3390,35,1112.641,38,1970,34,647.044,36,1420,38,465.596,40,68650,39,22524.169,43,2530,39,829.477,43,70,39,21.328,43,60,34,18.374,37,state_data_2013-2023_20250514_3.csv
Arkansas,2023,3069463,3150,38,1026.238,45,1820,37,592.286,43,1330,39,433.952,46,98510,39,32094.213,42,2070,38,675.037,46,150,41,48.217,44,90,31,29.973,31,state_data_2013-2023_20250514_3.csv
California,2013,38260787,191810,1,5013.122,4,98080,1,2563.486,5,93730,1,2449.636,4,11182800,1,292278.463,7,164790,1,4307.073,4,6380,2,166.724,32,7740,1,202.217,3,state_data_2013-2023_20250514_3.csv
California,2014,38596972,198380,1,5139.756,4,101880,1,2639.508,4,96500,1,2500.248,4,10102620,1,261746.491,6,140230,1,3633.29,4,6110,2,158.251,35,8070,1,209.032,3,state_data_2013-2023_20250514_3.csv
California,2015,38918045,209570,1,5384.854,4,106230,1,2729.582,2,103340,1,2655.272,4,10609330,1,272606.936,6,155980,1,4007.884,3,5720,2,146.924,35,8640,1,222.056,3,state_data_2013-2023_20250514_3.csv
California,2016,39167117,223140,1,5697.152,4,101910,1,2601.876,3,121230,1,3095.275,3,10893310,1,278123.738,6,151830,1,3876.466,4,7910,1,201.93,34,6460,1,164.934,2,state_data_2013-2023_20250514_3.csv
California,2017,39358497,214240,1,5443.374,4,101730,1,2584.652,3,112520,1,2858.722,4,14088510,1,357953.405,6,157360,1,3998.222,4,5160,1,131.103,33,9160,1,232.834,3,state_data_2013-2023_20250514_3.csv
California,2018,39461588,200900,1,5090.951,4,100090,1,2536.289,4,100810,1,2554.662,5,15523050,1,393371.22,7,163060,1,4132.094,4,1360,4,34.515,37,10590,1,268.337,3,state_data_2013-2023_20250514_3.csv
California,2019,39512223,193090,1,4886.918,4,106390,1,2692.635,3,86700,1,2194.283,5,15542200,1,393351.799,6,148770,1,3765.037,4,1840,4,46.593,38,14290,1,361.584,2,state_data_2013-2023_20250514_3.csv
California,2020,39521958,139000,1,3516.931,2,86090,1,2178.257,1,52910,1,1338.674,3,7167200,1,181347.341,7,112740,1,2852.541,5,1190,1,30.16,31,9500,1,240.246,1,state_data_2013-2023_20250514_3.csv
California,2021,39142565,135180,1,3453.555,4,95160,1,2431.164,3,40020,1,1022.391,3,1859670,3,47510.198,8,171860,1,4390.693,3,990,1,25.19,35,4970,1,127.074,2,state_data_2013-2023_20250514_3.csv
California,2022,39142414,182920,1,4673.217,5,104430,1,2667.899,5,78490,1,2005.318,5,8162890,1,208543.219,8,182000,1,4649.56,4,2180,1,55.745,34,9270,1,236.802,3,state_data_2013-2023_20250514_3.csv
California,2023,39198693,205040,1,5230.761,4,112100,1,2859.866,3,92940,1,2370.895,6,12482520,1,318442.276,7,154520,1,3941.866,4,3670,3,93.549,40,4540,1,115.871,2,state_data_2013-2023_20250514_3.csv
Colorado,2013,5269035,11110,18,2108.166,21,6110,18,1159.795,22,5000,19,948.371,20,559250,15,106138.411,15,6260,20,1188.643,27,1790,15,339.531,12,90,22,17.081,24,state_data_2013-2023_20250514_3.csv
Colorado,2014,5350101,10870,19,2032.111,23,5800,18,1084.839,23,5070,19,947.272,21,532120,14,99459.618,16,5970,20,1114.932,27,1810,16,338.872,12,70,23,13.832,24,state_data_2013-2023_20250514_3.csv
Colorado,2015,5450623,12660,18,2322.854,20,6980,18,1280.588,22,5680,18,1042.266,21,586610,14,107621.643,16,9420,18,1728.793,19,1730,16,317.395,13,100,24,17.98,28,state_data_2013-2023_20250514_3.csv
Colorado,2016,5539215,14230,18,2568.053,20,7640,18,1379.979,20,6580,19,1188.074,23,599670,15,108258.3,16,8680,19,1566.829,19,1650,21,297.335,21,120,21,20.761,22,state_data_2013-2023_20250514_3.csv
Colorado,2017,5611885,14520,18,2587.366,19,8000,18,1425.724,16,6520,19,1161.642,21,723070,14,128845.655,15,6100,22,1087.692,30,1140,17,203.853,17,170,20,30.649,25,state_data_2013-2023_20250514_3.csv
Colorado,2018,5691287,13910,18,2444.614,20,8100,18,1423.755,20,5810,19,1020.859,22,843030,14,148127.128,15,7970,19,1400.913,26,490,17,85.394,18,220,22,37.777,31,state_data_2013-2023_20250514_3.csv
Colorado,2019,5758736,13560,18,2354.336,19,8380,18,1455.354,16,5180,19,898.982,21,853520,14,148212.733,15,10840,18,1882.358,20,620,20,108.357,22,440,19,75.711,23,state_data_2013-2023_20250514_3.csv
Colorado,2020,5787129,9220,18,1593.709,20,5770,18,996.522,20,3460,18,597.187,19,402540,14,69557.461,13,8260,19,1427.824,19,190,23,33.004,26,380,16,65.663,15,state_data_2013-2023_20250514_3.csv
Colorado,2021,5814036,10150,17,1745.087,18,7270,17,1250.766,18,2870,17,494.321,19,167070,13,28735.976,15,8820,19,1516.846,21,270,20,45.579,17,140,22,23.22,25,state_data_2013-2023_20250514_3.csv
Colorado,2022,5850935,11410,17,1950.116,20,6140,17,1050.089,22,5270,18,900.027,21,547570,14,93585.897,15,9520,21,1627.603,22,630,16,106.821,13,350,16,58.965,18,state_data_2013-2023_20250514_3.csv
Colorado,2023,5901339,14340,17,2430.465,19,8160,17,1383.415,19,6180,19,1047.051,23,736410,14,124787.442,16,11450,19,1939.729,21,1420,17,240.962,13,620,7,104.553,4,state_data_2013-2023_20250514_3.csv
Connecticut,2013,3594841,10990,19,3055.768,14,5730,19,1592.56,12,5260,17,1463.208,13,218110,25,60672.503,22,9250,18,2573.966,11,550,29,152.163,36,110,19,30.599,12,state_data_2013-2023_20250514_3.csv
Connecticut,2014,3594524,11250,18,3130.317,13,5600,19,1558.76,12,5650,18,1571.557,13,228400,25,63541.376,21,8340,18,2319.083,10,540,30,151.063,37,80,22,22.534,18,state_data_2013-2023_20250514_3.csv
Connecticut,2015,3587122,11100,19,3094.96,15,4770,23,1330.593,20,6330,17,1764.367,12,246800,26,68800.559,21,9840,16,2742.589,8,520,30,144.684,36,190,16,53.246,12,state_data_2013-2023_20250514_3.csv
Connecticut,2016,3578141,12670,19,3540.665,13,5390,22,1506.648,16,7280,17,2034.017,10,265220,27,74121.73,20,9320,17,2603.866,9,820,29,228.89,33,190,13,53.1,10,state_data_2013-2023_20250514_3.csv
Connecticut,2017,3573297,11940,20,3340.892,14,5410,21,1514.288,13,6530,18,1826.604,12,273680,27,76590.611,22,7440,18,2082.391,13,430,30,120.897,35,230,16,65.486,13,state_data_2013-2023_20250514_3.csv
Connecticut,2018,3571520,11630,19,3256.037,14,4960,24,1389.324,21,6670,17,1866.712,9,276620,27,77451.897,22,10150,17,2842.487,7,160,34,43.679,36,300,20,82.878,15,state_data_2013-2023_20250514_3.csv
Connecticut,2019,3565287,10630,20,2981.527,14,5110,23,1434.387,17,5520,17,1547.141,10,272460,28,76419.374,24,8460,20,2372.881,16,140,34,39.828,39,280,22,79.096,21,state_data_2013-2023_20250514_3.csv
Connecticut,2020,3579918,7800,19,2179.38,11,4450,21,1242.207,13,3360,19,937.172,8,115360,29,32225.319,23,6810,21,1903.116,13,70,32,18.157,38,180,23,50.56,24,state_data_2013-2023_20250514_3.csv
Connecticut,2021,3606607,8650,19,2397.267,10,6380,18,1767.589,10,2270,20,629.678,15,71390,23,19794.782,20,11710,16,3245.433,6,60,32,16.359,38,150,19,42.699,13,state_data_2013-2023_20250514_3.csv
Connecticut,2022,3617925,11220,18,3100.949,11,6060,18,1674.993,11,5160,19,1425.955,12,185020,25,51140.087,21,11070,18,3059.765,12,140,32,39.249,39,260,21,71.864,15,state_data_2013-2023_20250514_3.csv
Connecticut,2023,3643023,12650,18,3473.214,12,5940,21,1630.788,12,6710,17,1842.426,10,244070,28,66997.107,23,9320,20,2559.138,14,670,30,184.462,26,120,25,33.489,27,state_data_2013-2023_20250514_3.csv
Delaware,2013,923576,2330,41,2517.389,16,1190,42,1288.47,19,1140,41,1228.919,16,40880,48,44262.735,31,1460,42,1580.812,19,10,47,6.496,46,20,38,19.489,21,state_data_2013-2023_20250514_3.csv
Delaware,2014,932487,2090,43,2235.956,20,1070,42,1148.541,22,1010,41,1087.415,18,44380,46,47597.446,31,1180,43,1260.071,21,0,,0.0,,20,31,23.593,16,state_data_2013-2023_20250514_3.csv
Delaware,2015,941252,2170,42,2303.315,22,960,43,1024.168,28,1200,41,1279.147,16,48590,46,51618.483,29,1630,40,1734.923,18,10,47,9.562,45,40,33,41.434,13,state_data_2013-2023_20250514_3.csv
Delaware,2016,948921,2200,43,2322.638,24,990,44,1044.344,28,1210,42,1278.294,19,55110,44,58074.381,28,1390,43,1460.606,21,0,,0.0,,30,35,31.615,16,state_data_2013-2023_20250514_3.csv
Delaware,2017,956823,2240,43,2345.261,21,1030,42,1080.66,27,1210,41,1264.602,17,53040,48,55430.315,31,1450,41,1518.567,20,20,46,16.722,45,70,30,71.069,11,state_data_2013-2023_20250514_3.csv
Delaware,2018,965479,1830,43,1896.468,29,760,44,786.138,42,1070,41,1110.33,18,54100,48,56037.469,31,1550,43,1601.278,21,20,46,21.751,41,100,34,99.433,12,state_data_2013-2023_20250514_3.csv
Delaware,2019,973764,2080,42,2140.149,21,1150,42,1175.85,25,940,41,964.299,19,53200,48,54628.226,35,1550,42,1588.681,27,0,,0.0,,120,33,126.314,9,state_data_2013-2023_20250514_3.csv
Delaware,2020,991928,1300,43,1311.587,28,830,42,837.762,27,470,42,473.825,24,22360,47,22537.926,33,1030,42,1042.414,26,0,,0.0,,80,34,76.618,12,state_data_2013-2023_20250514_3.csv
Delaware,2021,1005062,1830,40,1820.783,17,1310,40,1302.407,15,520,40,518.376,18,13460,46,13390.219,30,1810,40,1798.894,16,10,44,11.94,41,40,31,42.783,12,state_data_2013-2023_20250514_3.csv
Delaware,2022,1020625,2390,40,2336.803,16,1480,39,1453.031,12,900,42,883.772,22,33920,48,33238.457,32,2420,41,2367.177,17,50,43,45.07,37,50,37,48.01,22,state_data_2013-2023_20250514_3.csv
Delaware,2023,1036423,2400,42,2312.762,21,1150,41,1112.48,23,1240,40,1200.282,20,46090,48,44468.33,34,1900,39,1835.158,24,130,42,125.431,36,60,36,56.927,13,state_data_2013-2023_20250514_3.csv
District of Columbia,2013,650581,2980,38,4582.058,5,1710,37,2622.271,4,1280,40,1959.787,8,434500,18,667856.885,3,1850,38,2849.76,8,10,45,16.908,44,160,13,249.008,2,state_data_2013-2023_20250514_3.csv
District of Columbia,2014,662328,3170,38,4784.638,5,1730,37,2604.45,5,1440,39,2180.189,6,498630,17,752841.492,3,1630,39,2454.977,7,30,44,43.785,41,180,13,267.239,2,state_data_2013-2023_20250514_3.csv
District of Columbia,2015,675400,2980,39,4406.278,6,1610,38,2376.37,4,1370,39,2029.908,8,517110,17,765636.66,3,1680,39,2493.337,11,10,49,7.403,46,160,18,235.416,2,state_data_2013-2023_20250514_3.csv
District of Columbia,2016,685815,3110,40,4540.583,6,1670,37,2437.975,4,1440,40,2102.608,9,508130,18,740917.011,3,1740,40,2531.295,12,10,48,8.749,46,80,24,116.65,4,state_data_2013-2023_20250514_3.csv
District of Columbia,2017,694906,2890,40,4151.641,8,1560,38,2237.713,7,1330,40,1913.928,10,543930,18,782736.082,3,1940,39,2797.501,8,0,,0.0,,70,29,102.172,7,state_data_2013-2023_20250514_3.csv
District of Columbia,2018,701547,2780,40,3955.544,8,1620,38,2312.033,6,1150,40,1643.511,12,535630,18,763502.659,3,1610,42,2289.227,9,0,,0.0,,80,36,112.608,9,state_data_2013-2023_20250514_3.csv
District of Columbia,2019,705749,2400,40,3397.809,10,1420,40,2010.63,8,980,40,1387.179,12,547080,18,775179.278,3,2090,39,2961.393,8,10,47,7.085,44,30,42,48.176,30,state_data_2013-2023_20250514_3.csv
District of Columbia,2020,670917,1650,41,2463.792,9,1070,40,1593.342,8,580,40,870.45,11,220480,19,328623.362,3,1460,39,2182.088,9,0,,0.0,,40,37,52.167,21,state_data_2013-2023_20250514_3.csv
District of Columbia,2021,669256,1920,39,2861.386,6,1440,37,2156.126,7,470,42,705.261,12,82280,19,122946.974,2,1820,39,2722.426,8,0,,0.0,,60,28,92.64,4,state_data_2013-2023_20250514_3.csv
District of Columbia,2022,676725,2600,39,3834.645,8,1520,38,2247.589,7,1070,40,1587.055,9,294500,19,435185.637,3,2420,40,3581.957,8,0,,0.0,,80,31,112.306,8,state_data_2013-2023_20250514_3.csv
District of Columbia,2023,687324,2520,39,3662.028,10,1510,39,2198.381,8,1010,43,1463.647,16,460180,19,669524.125,3,1570,41,2278.401,15,0,,0.0,,50,38,78.566,7,state_data_2013-2023_20250514_3.csv
Florida,2013,19545621,102940,3,5266.602,3,63850,2,3266.665,1,39090,4,1999.936,7,8089140,2,413859.401,4,101770,3,5206.946,2,3610,5,184.85,30,2110,3,107.953,6,state_data_2013-2023_20250514_3.csv
Florida,2014,19845911,109310,3,5507.936,3,72250,2,3640.397,1,37060,4,1867.538,8,9180840,2,462606.176,4,79640,2,4012.766,1,3520,5,177.316,33,1410,3,70.997,8,state_data_2013-2023_20250514_3.csv
Florida,2015,20209042,118870,3,5882.169,2,79770,2,3946.996,1,39110,4,1935.173,9,10253860,2,507389.613,4,81960,3,4055.61,2,2480,11,122.618,37,1720,3,84.962,9,state_data_2013-2023_20250514_3.csv
Florida,2016,20613477,136340,3,6613.974,2,84910,2,4119.344,1,51420,4,2494.63,7,10689260,2,518557.059,4,88760,3,4306.115,3,2980,12,144.711,38,1060,3,51.18,12,state_data_2013-2023_20250514_3.csv
Florida,2017,20963613,127610,3,6087.166,3,79730,2,3803.257,1,47880,4,2283.91,8,11036480,2,526459.06,4,69490,3,3314.553,5,1700,12,80.997,38,1090,5,52.186,14,state_data_2013-2023_20250514_3.csv
Florida,2018,21244317,130410,3,6138.347,2,86290,2,4061.651,1,44120,4,2076.697,8,11128660,2,523841.6,4,95980,2,4517.82,1,590,14,27.631,39,3600,3,169.363,7,state_data_2013-2023_20250514_3.csv
Florida,2019,21477737,118140,3,5500.58,2,78750,2,3666.681,1,39390,4,1833.899,8,11547670,2,537657.762,4,96150,3,4476.682,1,660,18,30.729,41,3070,3,143.032,7,state_data_2013-2023_20250514_3.csv
Florida,2020,21592035,65800,4,3047.374,5,46610,3,2158.62,2,19190,4,888.754,9,5835660,2,270269.014,4,78640,2,3642.13,1,320,15,14.728,39,2120,3,97.953,7,state_data_2013-2023_20250514_3.csv
Florida,2021,21831949,83230,2,3812.165,3,61940,2,2837.264,2,21280,4,974.902,5,3157500,1,144627.628,1,109240,2,5003.447,1,220,23,10.169,42,810,5,37.239,17,state_data_2013-2023_20250514_3.csv
Florida,2022,22379312,113650,2,5078.485,3,59800,3,2672.021,4,53860,3,2406.464,3,7526320,2,336306.809,4,105530,3,4715.426,3,750,13,33.468,40,2280,3,101.835,10,state_data_2013-2023_20250514_3.csv
Florida,2023,22904868,155500,2,6788.95,1,86090,2,3758.764,1,69410,3,3030.186,3,9870370,2,430928.962,4,94210,3,4112.968,3,1900,13,83.039,41,1540,4,67.409,10,state_data_2013-2023_20250514_3.csv
Georgia,2013,9972479,24390,11,2445.43,17,14140,9,1417.501,16,10250,11,1027.929,18,612680,13,61436.58,21,19530,9,1958.791,17,2710,8,271.748,16,120,18,11.632,31,state_data_2013-2023_20250514_3.csv
Georgia,2014,10067278,23790,11,2363.3,19,13370,9,1327.668,19,10430,11,1035.632,19,671750,13,66726.478,20,15240,9,1514.014,18,2690,9,267.6,15,70,24,6.655,40,state_data_2013-2023_20250514_3.csv
Georgia,2015,10178447,25920,9,2546.459,19,13970,8,1372.508,19,11950,11,1173.951,18,749070,12,73593.644,18,20790,8,2042.944,14,2890,7,283.835,15,150,22,14.442,33,state_data_2013-2023_20250514_3.csv
Georgia,2016,10301890,29570,8,2870.541,18,15190,8,1474.778,18,14380,11,1395.763,17,793900,12,77063.432,18,18870,11,1831.314,16,3020,11,292.859,24,80,25,7.668,42,state_data_2013-2023_20250514_3.csv
Georgia,2017,10410330,26240,11,2520.765,20,13170,9,1265.09,21,13070,12,1255.676,20,854520,13,82083.949,19,16460,10,1581.218,18,1870,10,179.533,22,160,22,14.889,38,state_data_2013-2023_20250514_3.csv
Georgia,2018,10511131,26730,9,2542.543,19,13390,9,1273.793,23,13340,11,1268.75,16,906890,13,86279.012,20,16590,10,1578.327,22,830,10,79.249,20,170,26,15.793,44,state_data_2013-2023_20250514_3.csv
Georgia,2019,10617423,27250,8,2566.159,16,15620,7,1471.544,15,11620,10,1094.616,16,992140,13,93444.426,19,25860,7,2435.431,13,1180,9,111.326,20,120,34,11.396,48,state_data_2013-2023_20250514_3.csv
Georgia,2020,10732888,18280,9,1703.363,18,10840,9,1009.793,19,7440,10,693.569,16,470420,13,43829.862,17,18690,9,1741.749,15,380,12,34.939,24,160,26,14.442,43,state_data_2013-2023_20250514_3.csv
Georgia,2021,10792060,20030,10,1856.272,16,13860,9,1284.37,17,6170,9,571.902,16,274610,9,25445.559,17,16480,13,1526.678,20,370,13,34.099,25,110,23,9.915,39,state_data_2013-2023_20250514_3.csv
Georgia,2022,10931805,26310,11,2406.922,15,14650,11,1339.76,15,11670,10,1067.161,16,674430,12,61694.478,18,28440,8,2601.583,15,820,12,75.01,20,170,23,15.917,41,state_data_2013-2023_20250514_3.csv
Georgia,2023,11064432,29470,11,2663.128,17,16150,9,1459.994,15,13310,11,1203.135,19,933750,13,84392.312,19,20900,13,1888.936,23,2230,12,201.276,23,370,13,33.802,26,state_data_2013-2023_20250514_3.csv
Hawaii,2013,1408243,6230,25,4421.112,6,1810,36,1286.0,20,4420,21,3135.112,2,2261580,5,1605955.79,1,3490,27,2481.106,13,10,48,4.261,47,40,31,26.984,14,state_data_2013-2023_20250514_3.csv
Hawaii,2014,1414538,5740,27,4058.569,8,1870,36,1319.159,20,3880,22,2739.41,3,2552830,5,1804711.503,1,2930,28,2072.055,12,0,,0.0,,100,19,67.16,9,state_data_2013-2023_20250514_3.csv
Hawaii,2015,1422052,6510,27,4580.001,5,2150,34,1509.087,18,4370,21,3070.914,3,2714800,5,1909075.055,1,3700,29,2600.467,9,10,48,4.922,48,200,15,140.642,4,state_data_2013-2023_20250514_3.csv
